"YEAR","ICAO","NAME","STATE","FLIGHTS_NM","FLIGHTS_APT","DELAY_APT","FLIGHTS_AL","DELAY_AL"
2018,NA,"Belgium","Belgium",169861,142754,99445,115278,74305
2018,NA,"Bosnia & Herzegovina","Bosnia & Herzegovina",6149,0,0,2614,472
2018,NA,"Bulgaria","Bulgaria",29809,29431,4461,18815,4813
2018,NA,"Croatia","Croatia",21768,21423,2005,6795,1544
2018,NA,"Cyprus","Cyprus",41336,13748,4051,21851,7199
2018,NA,"Czech Republic","Czech Republic",84946,75016,36216,61120,44221
2018,NA,"Denmark","Denmark",133047,133026,18376,108306,16560
2018,NA,"Estonia","Estonia",23266,23537,469,15132,906
2018,NA,"Finland","Finland",96245,98670,37092,85614,37185
2018,NA,"France","France",927668,189985,69712,577187,255598
2018,NA,"Georgia","Georgia",18959,0,0,4214,5325
2018,NA,"Germany","Germany",1063669,710667,217834,812972,388750
2018,NA,"Greece","Greece",252129,62586,78443,149436,113176
2018,NA,"Hungary","Hungary",57264,57197,11644,46030,10250
2018,NA,"Ireland","Ireland",146983,116178,81450,106354,71707
2018,NA,"Israel","Israel",78146,0,0,40791,41315
2018,NA,"Italy","Italy",601954,526710,579241,467000,411023
2018,NA,"Latvia","Latvia",41725,41555,1881,34618,1817
2018,NA,"Lithuania","Lithuania",30872,0,0,21194,887
2018,NA,"Luxembourg","Luxembourg",37406,37302,3245,27025,4754
2018,NA,"Malta","Malta",28420,31042,8760,19104,6154
2018,NA,"Moldova","Moldova",14005,0,0,4177,2044
2018,NA,"Montenegro","Montenegro",7061,0,0,2385,351
2018,NA,"Morocco","Morocco",90634,0,0,26577,26433
2018,NA,"Netherlands","Netherlands",278462,0,0,200726,438042
2018,NA,"North Macedonia","North Macedonia",8929,0,0,6102,309
2018,NA,"Norway","Norway",368202,321757,25238,309469,25793
2018,NA,"Poland","Poland",214235,93764,32457,151726,45094
2018,NA,"Portugal","Portugal",215802,155738,499004,167248,445614
2018,NA,"Romania","Romania",63748,61388,21847,44895,12593
2018,NA,"Serbia","Serbia",33219,0,0,8190,1345
2018,NA,"SES","SES",7643700,4825715,3096131,5559383,3745923
2018,NA,"Slovakia","Slovakia",11941,4935,532,6604,1405
2018,NA,"Slovenia","Slovenia",17705,16847,454,2580,1343
2018,NA,"Spain","Spain",1036001,797592,494207,739580,532512
2018,NA,"Sweden","Sweden",185382,156594,10619,141388,11104
2018,NA,"Switzerland","Switzerland",229194,225779,184667,174663,164025
2018,NA,"Turkey","Turkey",533279,0,0,300769,771837
2018,NA,"Ukraine","Ukraine",48626,0,0,8940,1237
2018,NA,"United Kingdom","United Kingdom",1063044,552344,364676,801582,541581
