"YEAR","MONTH","ICAO","NAME","STATE","FLIGHTS_NM","FLIGHTS_APT","DELAY_APT","FLIGHTS_AL","DELAY_AL","LABEL"
2016,"AUG","LFRG","Deauville-Normandie","France",252,NA,NA,62,18,"Deauville-Normandie (LFRG) "
2016,"AUG","LFRH","Lorient-Lann Bihoué","France",203,NA,NA,61,0,"Lorient-Lann Bihoué (LFRH) "
2016,"AUG","LFRK","Caen-Carpiquet","France",218,NA,NA,55,0,"Caen-Carpiquet (LFRK) "
2016,"AUG","LFRM","Le Mans","France",33,NA,NA,NA,NA,"Le Mans (LFRM) "
2016,"AUG","LFRN","Rennes-Saint-Jacques","France",782,NA,NA,447,31,"Rennes-Saint-Jacques (LFRN) "
2016,"AUG","LFRO","Lannion","France",34,NA,NA,6,0,"Lannion (LFRO) "
2016,"AUG","LFRQ","Quimper-Pluguffan","France",113,NA,NA,65,0,"Quimper-Pluguffan (LFRQ) "
2016,"AUG","LFRS","Nantes-Atlantique","France",2430,NA,NA,1582,391,"Nantes-Atlantique (LFRS) "
2016,"AUG","LFRZ","Saint-Nazaire-Montoir","France",114,NA,NA,15,0,"Saint-Nazaire-Montoir (LFRZ) "
2016,"AUG","LFSB","Bâle-Mulhouse","France",3520,NA,NA,2597,302,"Bâle-Mulhouse (LFSB) "
2016,"AUG","LFSL","Brive-Souillac","France",86,NA,NA,9,0,"Brive-Souillac (LFSL) "
2016,"AUG","LFST","Strasbourg-Entzheim","France",701,NA,NA,361,25,"Strasbourg-Entzheim (LFST) "
2016,"AUG","LFTH","Hyères-Le Palyvestre","France",659,NA,NA,204,0,"Hyères-Le Palyvestre (LFTH) "
2016,"AUG","LFTW","Nîmes-Garons","France",179,NA,NA,75,10,"Nîmes-Garons (LFTW) "
2016,"AUG","LGAV","Athens","Greece",10235,10320,10531,5940,5732,"Athens (LGAV) "
2016,"AUG","LGIR","Heraklion","Greece",4537,NA,NA,2373,898,"Heraklion (LGIR) "
2016,"AUG","LGKF","Kefallinia","Greece",592,NA,NA,241,162,"Kefallinia (LGKF) "
2016,"AUG","LGKO","Kos","Greece",1443,NA,NA,820,1306,"Kos (LGKO) "
2016,"AUG","LGKR","Corfu","Greece",2239,NA,NA,1306,1179,"Corfu (LGKR) "
2016,"AUG","LGMK","Mikonos","Greece",1712,NA,NA,697,389,"Mikonos (LGMK) "
2016,"AUG","LGPZ","Aktion","Greece",447,NA,NA,171,3,"Aktion (LGPZ) "
2016,"AUG","LGRP","Rodos","Greece",3325,NA,NA,1986,597,"Rodos (LGRP) "
2016,"AUG","LGSA","Khania/Souda","Greece",1751,NA,NA,1168,326,"Khania/Souda (LGSA) "
2016,"AUG","LGSK","Skiathos","Greece",500,NA,NA,158,8,"Skiathos (LGSK) "
2016,"AUG","LGSR","Santorini","Greece",1399,NA,NA,742,159,"Santorini (LGSR) "
2016,"AUG","LGTS","Thessaloniki","Greece",3067,NA,NA,1860,891,"Thessaloniki (LGTS) "
2016,"AUG","LGZA","Zakinthos","Greece",1242,NA,NA,509,349,"Zakinthos (LGZA) "
2016,"AUG","LHBP","Budapest/ Ferihegy","Hungary",4510,4480,538,3586,563,"Budapest/ Ferihegy (LHBP) "
2016,"AUG","LIBR","Brindisi","Italy",1057,NA,NA,871,256,"Brindisi (LIBR) "
2016,"AUG","LICC","Catania","Italy",3459,3451,8645,2508,3049,"Catania (LICC) "
2016,"AUG","LIMC","Milan/ Malpensa","Italy",7813,7830,4007,5638,2950,"Milan/ Malpensa (LIMC) "
2016,"AUG","LIME","Bergamo","Italy",3881,3897,4730,3154,3296,"Bergamo (LIME) "
2016,"AUG","LIMF","Torino Caselle","Italy",1680,NA,NA,1074,306,"Torino Caselle (LIMF) "
2016,"AUG","LIML","Milan/ Linate","Italy",4804,4850,2419,4184,2842,"Milan/ Linate (LIML) "
2016,"AUG","LIPE","Bologna","Italy",3255,NA,NA,2370,1291,"Bologna (LIPE) "
2016,"AUG","LIPH","Treviso","Italy",797,NA,NA,723,705,"Treviso (LIPH) "
2016,"AUG","LIPZ","Venice","Italy",4686,4706,10098,2936,3222,"Venice (LIPZ) "
2016,"AUG","LIRA","Rome/Ciampino","Italy",2144,NA,NA,1451,1257,"Rome/Ciampino (LIRA) "
2016,"AUG","LIRF","Rome/Fiumicino","Italy",15157,15158,40703,12620,33690,"Rome/Fiumicino (LIRF) "
2016,"AUG","LIRN","Naples","Italy",3583,NA,NA,2338,1870,"Naples (LIRN) "
2016,"AUG","LIRP","Pisa San Giusto","Italy",2427,NA,NA,1725,4352,"Pisa San Giusto (LIRP) "
2016,"AUG","LJLJ","Ljubljana","Slovenia",1364,1287,0,335,55,"Ljubljana (LJLJ) "
2016,"AUG","LJMB","Maribor","Slovenia",60,NA,NA,5,0,"Maribor (LJMB) "
2016,"AUG","LJPZ","Portorož","Slovenia",113,NA,NA,NA,NA,"Portorož (LJPZ) "
2016,"AUG","LKKV","Karlovy Vary","Czech Republic",96,NA,NA,19,0,"Karlovy Vary (LKKV) "
2016,"AUG","LKMT","Ostrava","Czech Republic",349,NA,NA,224,0,"Ostrava (LKMT) "
2016,"AUG","LKPR","Prague","Czech Republic",6596,6573,3485,5192,2813,"Prague (LKPR) "
2016,"AUG","LKTB","Brno-Turany","Czech Republic",574,NA,NA,276,4,"Brno-Turany (LKTB) "
2016,"AUG","LMML","Malta","Malta",2400,2452,214,1788,254,"Malta (LMML) "
2016,"AUG","LOWG","Graz","Austria",848,NA,NA,592,126,"Graz (LOWG) "
2016,"AUG","LOWI","Innsbruck","Austria",615,NA,NA,325,46,"Innsbruck (LOWI) "
2016,"AUG","LOWK","Klagenfurt","Austria",359,NA,NA,134,0,"Klagenfurt (LOWK) "
2016,"AUG","LOWL","Linz","Austria",566,NA,NA,350,7,"Linz (LOWL) "
2016,"AUG","LOWS","Salzburg","Austria",1228,NA,NA,650,248,"Salzburg (LOWS) "
2016,"AUG","LOWW","Vienna","Austria",10925,10895,14851,9061,6660,"Vienna (LOWW) "
2016,"AUG","LPAZ","Santa Maria","Portugal",119,NA,NA,NA,NA,"Santa Maria (LPAZ) "
2016,"AUG","LPCS","Cascais","Portugal",222,NA,NA,NA,NA,"Cascais (LPCS) "
2016,"AUG","LPFL","Flores","Portugal",105,NA,NA,NA,NA,"Flores (LPFL) "
2016,"AUG","LPFR","Faro","Portugal",3523,NA,NA,2376,766,"Faro (LPFR) "
2016,"AUG","LPHR","Horta","Portugal",284,NA,NA,NA,NA,"Horta (LPHR) "
2016,"AUG","LPMA","Madeira","Portugal",1229,NA,NA,776,375,"Madeira (LPMA) "
2016,"AUG","LPPD","Ponta Delgada","Portugal",886,NA,NA,164,54,"Ponta Delgada (LPPD) "
2016,"AUG","LPPR","Porto","Portugal",3900,NA,NA,3181,2713,"Porto (LPPR) "
2016,"AUG","LPPS","Porto Santo","Portugal",226,NA,NA,63,0,"Porto Santo (LPPS) "
2016,"AUG","LPPT","Lisbon","Portugal",8969,NA,NA,7616,9675,"Lisbon (LPPT) "
2016,"AUG","LQSA","Sarajevo","Bosnia & Herzegovina",572,NA,NA,258,84,"Sarajevo (LQSA) "
2016,"AUG","LRBS","Bucharest/ Baneasa","Romania",179,NA,NA,NA,NA,"Bucharest/ Baneasa (LRBS) "
2016,"AUG","LROP","Bucharest/ Otopeni","Romania",5037,NA,NA,3849,1014,"Bucharest/ Otopeni (LROP) "
2016,"AUG","LSGG","Geneva","Switzerland",7736,7716,2608,5451,1716,"Geneva (LSGG) "
2016,"AUG","LSGS","Sion","Switzerland",269,NA,NA,1,0,"Sion (LSGS) "
2016,"AUG","LSZH","Zürich","Switzerland",12165,12152,12188,9974,11890,"Zürich (LSZH) "
2016,"AUG","LTAC","Ankara/ Esenboga","Turkey",4432,NA,NA,3164,699,"Ankara/ Esenboga (LTAC) "
2016,"AUG","LTAI","Antalya","Turkey",8227,NA,NA,2506,1747,"Antalya (LTAI) "
2016,"AUG","LTBA","Istanbul/ Atatürk","Turkey",20971,NA,NA,16900,54481,"Istanbul/ Atatürk (LTBA) "
2016,"AUG","LTBJ","Izmir/ Adnan Menderes","Turkey",3936,NA,NA,1353,601,"Izmir/ Adnan Menderes (LTBJ) "
2016,"AUG","LTFJ","Istanbul/ Sabiha Gökçen","Turkey",10546,NA,NA,3471,23966,"Istanbul/ Sabiha Gökçen (LTFJ) "
2016,"AUG","LUKK","Chi<U+0219>inau","Moldova",1177,NA,NA,310,4,"Chi<U+0219>inau (LUKK) "
2016,"AUG","LWSK","Skopje","FYR Macedonia",753,NA,NA,552,40,"Skopje (LWSK) "
2016,"AUG","LYBE","Belgrade/ Nikola Tesla","Serbia",3352,NA,NA,2553,627,"Belgrade/ Nikola Tesla (LYBE) "
2016,"AUG","LYPG","Podgorica","Montenegro",636,NA,NA,254,13,"Podgorica (LYPG) "
2016,"AUG","LZIB","Bratislava","Slovakia",1140,NA,NA,719,228,"Bratislava (LZIB) "
2016,"AUG","UDYZ","Zvartnots","Armenia",1007,NA,NA,122,31,"Zvartnots (UDYZ) "
2016,"AUG","UGTB","Tbilisi","Georgia",1337,NA,NA,302,678,"Tbilisi (UGTB) "
2016,"AUG","UKBB","Kiev/Boryspil","Ukraine",3717,NA,NA,708,56,"Kiev/Boryspil (UKBB) "
2016,"DEC","EBAW","Antwerp","Belgium",482,NA,NA,59,21,"Antwerp (EBAW) "
2016,"DEC","EBBR","Brussels","Belgium",8757,8808,4173,7217,3424,"Brussels (EBBR) "
2016,"DEC","EBCI","Charleroi","Belgium",1917,1882,240,1646,297,"Charleroi (EBCI) "
2016,"DEC","EBLG","Liège","Belgium",1257,NA,NA,91,0,"Liège (EBLG) "
2016,"DEC","EBOS","Ostend-Bruges","Belgium",226,NA,NA,75,0,"Ostend-Bruges (EBOS) "
2016,"DEC","EDDB","Berlin/ Schoenefeld","Germany",4026,NA,NA,3023,1716,"Berlin/ Schoenefeld (EDDB) "
2016,"DEC","EDDC","Dresden","Germany",833,NA,NA,635,75,"Dresden (EDDC) "
2016,"DEC","EDDE","Erfurt","Germany",155,NA,NA,38,0,"Erfurt (EDDE) "
2016,"DEC","EDDF","Frankfurt","Germany",16932,16916,10624,13270,14386,"Frankfurt (EDDF) "
2016,"DEC","EDDG","Muenster-Osnabrueck","Germany",521,NA,NA,249,0,"Muenster-Osnabrueck (EDDG) "
2016,"DEC","EDDH","Hamburg","Germany",5731,5680,1516,4310,1416,"Hamburg (EDDH) "
2016,"DEC","EDDK","Cologne-Bonn","Germany",5038,NA,NA,2827,471,"Cologne-Bonn (EDDK) "
2016,"DEC","EDDL","Dusseldorf","Germany",7904,NA,NA,5449,2230,"Dusseldorf (EDDL) "
2016,"DEC","EDDM","Munich","Germany",14812,14816,2345,11859,8134,"Munich (EDDM) "
2016,"DEC","EDDN","Nuremberg","Germany",1854,1894,76,1206,114,"Nuremberg (EDDN) "
2016,"DEC","EDDP","Leipzig-Halle","Germany",2596,2650,866,1299,684,"Leipzig-Halle (EDDP) "
2016,"DEC","EDDR","Saarbruecken","Germany",271,NA,NA,166,0,"Saarbruecken (EDDR) "
2016,"DEC","EDDS","Stuttgart","Germany",4048,NA,NA,2982,1457,"Stuttgart (EDDS) "
2016,"DEC","EDDT","Berlin/ Tegel","Germany",7005,NA,NA,6353,2596,"Berlin/ Tegel (EDDT) "
2016,"DEC","EDDV","Hanover","Germany",2050,2089,153,1504,155,"Hanover (EDDV) "
2016,"DEC","EDDW","Bremen","Germany",1058,1144,6,730,4,"Bremen (EDDW) "
2016,"DEC","EETN","Tallinn","Estonia",1469,1532,0,1124,9,"Tallinn (EETN) "
2016,"DEC","EETU","Tartu","Estonia",62,NA,NA,28,0,"Tartu (EETU) "
2016,"DEC","EFHK","Helsinki/ Vantaa","Finland",6672,6825,1369,5486,1109,"Helsinki/ Vantaa (EFHK) "
2016,"DEC","EGAA","Belfast/Aldergrove","United Kingdom",1932,NA,NA,1519,332,"Belfast/Aldergrove (EGAA) "
2016,"DEC","EGAC","Belfast/City Airport","United Kingdom",1547,NA,NA,1413,122,"Belfast/City Airport (EGAC) "
2016,"DEC","EGAE","Londonderry/Eglinton","United Kingdom",76,NA,NA,67,8,"Londonderry/Eglinton (EGAE) "
2016,"DEC","EGBB","Birmingham","United Kingdom",4306,4226,0,3119,1398,"Birmingham (EGBB) "
2016,"DEC","EGCC","Manchester","United Kingdom",7228,7231,6186,5081,3830,"Manchester (EGCC) "
2016,"DEC","EGGD","Bristol","United Kingdom",2338,NA,NA,1925,349,"Bristol (EGGD) "
2016,"DEC","EGGW","London/ Luton","United Kingdom",5005,NA,NA,3501,3119,"London/ Luton (EGGW) "
2016,"DEC","EGHI","Southampton","United Kingdom",1623,NA,NA,1145,147,"Southampton (EGHI) "
2016,"DEC","EGKB","Biggin Hill","United Kingdom",458,NA,NA,NA,NA,"Biggin Hill (EGKB) "
2016,"DEC","EGKK","London/ Gatwick","United Kingdom",10377,10382,12069,8034,10593,"London/ Gatwick (EGKK) "
2016,"DEC","EGLC","London/ City","United Kingdom",2970,NA,NA,2069,2136,"London/ City (EGLC) "
2016,"DEC","EGLF","Farnborough","United Kingdom",889,NA,NA,1,0,"Farnborough (EGLF) "
2016,"DEC","EGLL","London/ Heathrow","United Kingdom",18530,NA,NA,13924,10180,"London/ Heathrow (EGLL) "
2016,"DEC","EGNX","East Midlands","United Kingdom",1960,NA,NA,928,248,"East Midlands (EGNX) "
2016,"DEC","EGPD","Aberdeen","United Kingdom",2329,NA,NA,1114,45,"Aberdeen (EGPD) "
2016,"DEC","EGPF","Glasgow","United Kingdom",3306,NA,NA,2125,524,"Glasgow (EGPF) "
2016,"DEC","EGPH","Edinburgh","United Kingdom",4436,4445,1333,3400,977,"Edinburgh (EGPH) "
2016,"DEC","EGSS","London/ Stansted","United Kingdom",7042,7051,11228,5676,11237,"London/ Stansted (EGSS) "
2016,"DEC","EHAM","Amsterdam/ Schiphol","Netherlands",18543,NA,NA,14606,36231,"Amsterdam/ Schiphol (EHAM) "
2016,"DEC","EHBK","Maastricht-Aachen","Netherlands",261,NA,NA,25,0,"Maastricht-Aachen (EHBK) "
2016,"DEC","EHGG","Groningen","Netherlands",307,NA,NA,54,0,"Groningen (EHGG) "
2016,"DEC","EHRD","Rotterdam","Netherlands",812,NA,NA,191,47,"Rotterdam (EHRD) "
2016,"DEC","EICK","Cork","Ireland",790,NA,NA,417,28,"Cork (EICK) "
2016,"DEC","EIDL","Donegal","Ireland",67,NA,NA,NA,NA,"Donegal (EIDL) "
2016,"DEC","EIDW","Dublin","Ireland",7937,7974,5429,6036,4561,"Dublin (EIDW) "
2016,"DEC","EIKN","Connaught","Ireland",213,NA,NA,206,0,"Connaught (EIKN) "
2016,"DEC","EIKY","Kerry/Farranfore","Ireland",140,NA,NA,53,26,"Kerry/Farranfore (EIKY) "
2016,"DEC","EINN","Shannon","Ireland",807,NA,NA,376,55,"Shannon (EINN) "
2016,"DEC","EISG","Sligo","Ireland",3,NA,NA,NA,NA,"Sligo (EISG) "
2016,"DEC","EIWF","Waterford","Ireland",25,NA,NA,NA,NA,"Waterford (EIWF) "
2016,"DEC","EIWT","Weston","Ireland",34,NA,NA,NA,NA,"Weston (EIWT) "
2016,"DEC","EKCH","Copenhagen/ Kastrup","Denmark",9675,9680,774,7659,847,"Copenhagen/ Kastrup (EKCH) "
2016,"DEC","ELLX","Luxembourg","Luxembourg",2606,2600,29,1775,109,"Luxembourg (ELLX) "
2016,"DEC","ENBR","Bergen","Norway",3006,3012,340,1644,1,"Bergen (ENBR) "
2016,"DEC","ENGM","Oslo/ Gardermoen","Norway",8927,8894,677,7089,791,"Oslo/ Gardermoen (ENGM) "
2016,"DEC","ENHD","Haugesund","Norway",232,234,0,192,0,"Haugesund (ENHD) "
2016,"DEC","ENVA","Trondheim","Norway",2086,2086,27,1323,27,"Trondheim (ENVA) "
2016,"DEC","ENZV","Stavanger","Norway",2401,2411,2,1392,7,"Stavanger (ENZV) "
2016,"DEC","EPBY","Bydgoszcz","Poland",103,NA,NA,59,0,"Bydgoszcz (EPBY) "
2016,"DEC","EPGD","Gdansk","Poland",1476,NA,NA,1364,98,"Gdansk (EPGD) "
2016,"DEC","EPKK","Krakow - Balice","Poland",1745,NA,NA,1541,390,"Krakow - Balice (EPKK) "
2016,"DEC","EPKT","Katowice - Pyrzowice","Poland",898,NA,NA,647,264,"Katowice - Pyrzowice (EPKT) "
2016,"DEC","EPLB","Lublin","Poland",106,NA,NA,18,0,"Lublin (EPLB) "
2016,"DEC","EPLL","Lodz - Lublinek","Poland",190,NA,NA,49,0,"Lodz - Lublinek (EPLL) "
2016,"DEC","EPMO","Warszawa/ Modlin","Poland",782,NA,NA,720,211,"Warszawa/ Modlin (EPMO) "
2016,"DEC","EPPO","Poznan - Lawica","Poland",602,NA,NA,467,0,"Poznan - Lawica (EPPO) "
2016,"DEC","EPRA","Radom","Poland",37,NA,NA,NA,NA,"Radom (EPRA) "
2016,"DEC","EPRZ","Rzeszow - Jasionka","Poland",296,NA,NA,247,0,"Rzeszow - Jasionka (EPRZ) "
2016,"DEC","EPSC","Szczecin - Goleniów","Poland",199,NA,NA,168,0,"Szczecin - Goleniów (EPSC) "
2016,"DEC","EPSY","Olsztyn-Mazury","Poland",29,NA,NA,19,8,"Olsztyn-Mazury (EPSY) "
2016,"DEC","EPWA","Warszawa/ Chopina","Poland",6084,6108,4341,5077,4708,"Warszawa/ Chopina (EPWA) "
2016,"DEC","EPWR","Wroclaw/ Strachowice","Poland",976,NA,NA,814,128,"Wroclaw/ Strachowice (EPWR) "
2016,"DEC","EPZG","Zielona Gora - Babimost","Poland",34,NA,NA,NA,NA,"Zielona Gora - Babimost (EPZG) "
2016,"DEC","ESGG","Göteborg","Sweden",2642,NA,NA,2032,10,"Göteborg (ESGG) "
2016,"DEC","ESSA","Stockholm/ Arlanda","Sweden",9149,9112,654,7232,609,"Stockholm/ Arlanda (ESSA) "
2016,"DEC","ESSB","Stockholm/ Bromma","Sweden",2037,NA,NA,1756,143,"Stockholm/ Bromma (ESSB) "
2016,"DEC","EVRA","Riga","Latvia",2629,2632,144,2191,142,"Riga (EVRA) "
2016,"DEC","EVVA","Ventspils","Latvia",1,NA,NA,NA,NA,"Ventspils (EVVA) "
2016,"DEC","EYKA","Kaunas","Lithuania",309,NA,NA,192,29,"Kaunas (EYKA) "
2016,"DEC","EYPA","Palanga","Lithuania",127,NA,NA,114,2,"Palanga (EYPA) "
2016,"DEC","EYSA","Šiauliai","Lithuania",54,NA,NA,NA,NA,"Šiauliai (EYSA) "
2016,"DEC","EYVI","Vilnius","Lithuania",1589,NA,NA,1250,126,"Vilnius (EYVI) "
2016,"DEC","GCFV","Fuerteventura","Spain",1916,1910,0,1242,353,"Fuerteventura (GCFV) "
2016,"DEC","GCGM","La Gomera","Spain",54,NA,NA,54,0,"La Gomera (GCGM) "
2016,"DEC","GCHI","Hierro","Spain",138,NA,NA,131,0,"Hierro (GCHI) "
2016,"DEC","GCLA","La Palma","Spain",695,NA,NA,469,4,"La Palma (GCLA) "
2016,"DEC","GCLP","Gran Canaria","Spain",5097,5027,2033,3278,1600,"Gran Canaria (GCLP) "
2016,"DEC","GCRR","Lanzarote","Spain",2358,2352,183,1563,303,"Lanzarote (GCRR) "
2016,"DEC","GCTS","Tenerife Sur/Reina Sofia","Spain",3190,3183,540,2055,498,"Tenerife Sur/Reina Sofia (GCTS) "
2016,"DEC","GCXO","Tenerife North","Spain",2127,2066,378,1605,428,"Tenerife North (GCXO) "
2016,"DEC","GEML","Melilla","Spain",319,NA,NA,281,0,"Melilla (GEML) "
2016,"DEC","LATI","Tirana","Albania",963,NA,NA,316,10,"Tirana (LATI) "
2016,"DEC","LBSF","Sofia","Bulgaria",2227,2200,112,1502,483,"Sofia (LBSF) "
2016,"DEC","LCLK","Larnaca","Cyprus",1672,NA,NA,635,247,"Larnaca (LCLK) "
2016,"DEC","LCPH","Paphos","Cyprus",341,NA,NA,239,110,"Paphos (LCPH) "
2016,"DEC","LDZA","Zagreb","Croatia",1409,NA,NA,489,36,"Zagreb (LDZA) "
2016,"DEC","LDZL","Lucko","Croatia",19,NA,NA,NA,NA,"Lucko (LDZL) "
2016,"DEC","LEAB","Albacete","Spain",50,NA,NA,NA,NA,"Albacete (LEAB) "
2016,"DEC","LEAL","Alicante","Spain",2791,2787,1073,2071,1126,"Alicante (LEAL) "
2016,"DEC","LEAM","Almeria","Spain",268,NA,NA,230,7,"Almeria (LEAM) "
2016,"DEC","LEAS","Asturias","Spain",441,NA,NA,377,63,"Asturias (LEAS) "
2016,"DEC","LEBA","Cordoba","Spain",3,NA,NA,NA,NA,"Cordoba (LEBA) "
2016,"DEC","LEBB","Bilbao","Spain",1476,1472,24,1290,108,"Bilbao (LEBB) "
2016,"DEC","LEBG","Burgos","Spain",2,NA,NA,NA,NA,"Burgos (LEBG) "
2016,"DEC","LEBL","Barcelona","Spain",10807,10792,5058,8876,6898,"Barcelona (LEBL) "
2016,"DEC","LEBZ","Badajoz","Spain",50,NA,NA,41,0,"Badajoz (LEBZ) "
2016,"DEC","LECO","La Coruna","Spain",421,NA,NA,375,67,"La Coruna (LECO) "
2016,"DEC","LECU","Madrid/Cuatro Viento","Spain",53,NA,NA,NA,NA,"Madrid/Cuatro Viento (LECU) "
2016,"DEC","LEDA","Lleida/Alguaire","Spain",8,NA,NA,7,0,"Lleida/Alguaire (LEDA) "
2016,"DEC","LEGE","Gerona","Spain",202,NA,NA,107,0,"Gerona (LEGE) "
2016,"DEC","LEGR","Granada","Spain",327,NA,NA,271,12,"Granada (LEGR) "
2016,"DEC","LEGT","Madrid/Getafe","Spain",77,NA,NA,NA,NA,"Madrid/Getafe (LEGT) "
2016,"DEC","LEIB","Ibiza","Spain",930,926,6,751,59,"Ibiza (LEIB) "
2016,"DEC","LEIZ","Abad","Spain",12,NA,NA,NA,NA,"Abad (LEIZ) "
2016,"DEC","LEJR","Jerez De La Frontera","Spain",428,NA,NA,163,3,"Jerez De La Frontera (LEJR) "
2016,"DEC","LELC","Murcia San Javier","Spain",174,NA,NA,134,5,"Murcia San Javier (LELC) "
2016,"DEC","LELL","Sabadell","Spain",76,NA,NA,NA,NA,"Sabadell (LELL) "
2016,"DEC","LELN","Leon","Spain",36,NA,NA,24,0,"Leon (LELN) "
2016,"DEC","LEMD","Madrid/ Barajas","Spain",15105,14911,10460,11619,12912,"Madrid/ Barajas (LEMD) "
2016,"DEC","LEMG","Málaga","Spain",3719,3710,1015,2722,1036,"Málaga (LEMG) "
2016,"DEC","LEMH","Mahon","Spain",587,NA,NA,507,8,"Mahon (LEMH) "
2016,"DEC","LEMO","Seville/Moron","Spain",141,NA,NA,NA,NA,"Seville/Moron (LEMO) "
2016,"DEC","LEPA","Palma de Mallorca","Spain",3646,3636,866,2815,1406,"Palma de Mallorca (LEPA) "
2016,"DEC","LEPP","Noain Pamplona","Spain",124,NA,NA,90,2,"Noain Pamplona (LEPP) "
2016,"DEC","LERJ","Logrono","Spain",26,NA,NA,22,0,"Logrono (LERJ) "
2016,"DEC","LERS","Reus","Spain",64,NA,NA,19,4,"Reus (LERS) "
2016,"DEC","LERT","Rota","Spain",194,NA,NA,NA,NA,"Rota (LERT) "
2016,"DEC","LESA","Salamanca Matalan","Spain",73,NA,NA,NA,NA,"Salamanca Matalan (LESA) "
2016,"DEC","LESB","Son Bonet","Spain",5,NA,NA,NA,NA,"Son Bonet (LESB) "
2016,"DEC","LESJ","Palma/Son San Juan","Spain",12,NA,NA,NA,NA,"Palma/Son San Juan (LESJ) "
2016,"DEC","LESO","San Sebastian","Spain",176,NA,NA,150,4,"San Sebastian (LESO) "
2016,"DEC","LEST","Santiago","Spain",698,NA,NA,544,54,"Santiago (LEST) "
2016,"DEC","LETO","Madrid/Torrejon","Spain",73,NA,NA,NA,NA,"Madrid/Torrejon (LETO) "
2016,"DEC","LEVC","Valencia","Spain",1970,1966,21,1566,226,"Valencia (LEVC) "
2016,"DEC","LEVD","Valladolid","Spain",63,NA,NA,35,2,"Valladolid (LEVD) "
2016,"DEC","LEVT","Vitoria","Spain",253,NA,NA,152,26,"Vitoria (LEVT) "
2016,"DEC","LEVX","Vigo","Spain",343,NA,NA,311,66,"Vigo (LEVX) "
2016,"DEC","LEXJ","Santander","Spain",275,NA,NA,248,25,"Santander (LEXJ) "
2016,"DEC","LEZG","Zaragoza","Spain",270,NA,NA,145,22,"Zaragoza (LEZG) "
2016,"DEC","LEZL","Sevilla","Spain",1434,NA,NA,1047,252,"Sevilla (LEZL) "
2016,"DEC","LFAQ","Albert-Bray","France",36,NA,NA,NA,NA,"Albert-Bray (LFAQ) "
2016,"DEC","LFBA","Agen-La Garenne","France",108,NA,NA,45,0,"Agen-La Garenne (LFBA) "
2016,"DEC","LFBD","Bordeaux-Mérignac","France",2332,NA,NA,1715,64,"Bordeaux-Mérignac (LFBD) "
2016,"DEC","LFBE","Bergerac-Roumanière","France",97,NA,NA,56,9,"Bergerac-Roumanière (LFBE) "
2016,"DEC","LFBH","La Rochelle-Ile de Ré","France",102,NA,NA,48,0,"La Rochelle-Ile de Ré (LFBH) "
2016,"DEC","LFBI","Poitiers-Biard","France",170,NA,NA,78,0,"Poitiers-Biard (LFBI) "
2016,"DEC","LFBL","Limoges-Bellegarde","France",198,NA,NA,50,0,"Limoges-Bellegarde (LFBL) "
2016,"DEC","LFBO","Toulouse-Blagnac","France",3816,NA,NA,2900,1273,"Toulouse-Blagnac (LFBO) "
2016,"DEC","LFBP","Pau-Pyrénées","France",434,NA,NA,270,0,"Pau-Pyrénées (LFBP) "
2016,"DEC","LFBT","Tarbes-Lourdes Pyrénées","France",182,NA,NA,16,0,"Tarbes-Lourdes Pyrénées (LFBT) "
2016,"DEC","LFBZ","Biarritz-Bayonne-Anglet","France",473,NA,NA,363,11,"Biarritz-Bayonne-Anglet (LFBZ) "
2016,"DEC","LFCR","Rodez-Marcillac","France",110,NA,NA,NA,NA,"Rodez-Marcillac (LFCR) "
2016,"DEC","LFGJ","Dôle-Tavaux","France",70,NA,NA,22,0,"Dôle-Tavaux (LFGJ) "
2016,"DEC","LFJL","Metz-Nancy-Lorraine","France",193,NA,NA,68,7,"Metz-Nancy-Lorraine (LFJL) "
2016,"DEC","LFJR","Angers-Marcé","France",57,NA,NA,NA,NA,"Angers-Marcé (LFJR) "
2016,"DEC","LFKB","Bastia-Poretta","France",451,NA,NA,62,0,"Bastia-Poretta (LFKB) "
2016,"DEC","LFKC","Calvi-Sainte-Catherine","France",111,NA,NA,23,8,"Calvi-Sainte-Catherine (LFKC) "
2016,"DEC","LFKF","Figari-Sud Corse","France",142,NA,NA,20,0,"Figari-Sud Corse (LFKF) "
2016,"DEC","LFKJ","Ajaccio-Napoléon-Bonaparte","France",452,NA,NA,67,0,"Ajaccio-Napoléon-Bonaparte (LFKJ) "
2016,"DEC","LFLB","Chambéry-Aix-les-Bains","France",405,NA,NA,53,94,"Chambéry-Aix-les-Bains (LFLB) "
2016,"DEC","LFLC","Clermont-Ferrand-Auvergne","France",499,NA,NA,199,22,"Clermont-Ferrand-Auvergne (LFLC) "
2016,"DEC","LFLI","Annemasse","France",14,NA,NA,NA,NA,"Annemasse (LFLI) "
2016,"DEC","LFLL","Lyon-Saint-Exupéry","France",4207,NA,NA,3220,787,"Lyon-Saint-Exupéry (LFLL) "
2016,"DEC","LFLP","Annecy-Meythet","France",147,NA,NA,NA,NA,"Annecy-Meythet (LFLP) "
2016,"DEC","LFLS","Grenoble-Isère","France",391,NA,NA,85,3,"Grenoble-Isère (LFLS) "
2016,"DEC","LFLX","Châteauroux-Déols","France",87,NA,NA,1,0,"Châteauroux-Déols (LFLX) "
